RaceId,DriverId,Stops,Year,Race,No,DriverName,Code,Car,Lap,TimeOfDay,Time,Total
262,57,2,1994,canada,7,Mika Hakkinen,HAK,McLaren Peugeot,43,15:05:52,32.599,1:06.606
262,65,2,1994,canada,12,Johnny Herbert,HER,Lotus Mugen Honda,43,15:06:36,39.160,1:12.589
262,77,2,1994,canada,28,Gerhard Berger,BER,Ferrari,44,15:07:21,32.530,1:04.347
262,22,2,1994,canada,14,Rubens Barrichello,BAR,Jordan Hart,45,15:09:00,34.285,1:09.166
262,103,2,1994,canada,25,Eric Bernard,BER,Ligier Renault,45,15:11:41,30.502,1:02.451
262,81,2,1994,canada,10,Gianni Morbidelli,MOR,Footwork Ford,50,15:16:55,42.035,1:17.409
262,87,3,1994,canada,4,Mark Blundell,BLU,Tyrrell Yamaha,51,15:18:39,32.684,1:38.543
262,22,3,1994,canada,14,Rubens Barrichello,BAR,Jordan Hart,52,15:20:10,20.480,1:29.646
262,101,2,1994,canada,31,David Brabham,BRA,Simtek Ford,54,15:26:37,58.630,1:37.353
263,50,1,1994,france,6,Jos Verstappen,VER,Benetton Ford,12,14:15:25,46.887,46.887
263,95,1,1994,france,2,Nigel Mansell,MAN,Williams Renault,19,14:24:27,26.166,26.166
263,55,1,1994,france,27,Jean Alesi,ALE,Ferrari,20,14:25:49,25.678,25.678
263,49,1,1994,france,30,Heinz-Harald Frentzen,FRE,Sauber Mercedes,21,14:27:44,29.049,29.049
263,84,1,1994,france,8,Martin Brundle,BRU,McLaren Peugeot,21,14:27:45,25.491,25.491
263,79,1,1994,france,3,Ukyo Katayama,KAT,Tyrrell Yamaha,21,14:27:57,26.802,26.802
263,30,1,1994,france,5,Michael Schumacher,MSC,Benetton Ford,21,14:28:23,24.890,24.890
263,105,1,1994,france,24,Michele Alboreto,ALB,Minardi Ford,21,14:28:23,36.192,36.192
263,71,1,1994,france,0,Damon Hill,HIL,Williams Renault,21,14:28:24,26.825,26.825
263,77,1,1994,france,28,Gerhard Berger,BER,Ferrari,21,14:28:37,29.268,29.268
263,57,1,1994,france,7,Mika Hakkinen,HAK,McLaren Peugeot,22,14:29:08,26.267,26.267
263,110,1,1994,france,29,Andrea de Cesaris,DEC,Sauber Mercedes,22,14:29:17,25.427,25.427
263,65,1,1994,france,12,Johnny Herbert,HER,Lotus Mugen Honda,23,14:30:51,28.020,28.020
263,50,2,1994,france,6,Jos Verstappen,VER,Benetton Ford,23,14:31:16,24.345,1:11.232
263,101,1,1994,france,31,David Brabham,BRA,Simtek Ford,23,14:31:22,30.110,30.110
263,44,1,1994,france,26,Olivier Panis,PAN,Ligier Renault,24,14:32:06,27.709,27.709
263,94,1,1994,france,23,Pierluigi Martini,MAR,Minardi Ford,24,14:32:09,27.679,27.679
263,22,1,1994,france,14,Rubens Barrichello,BAR,Jordan Hart,25,14:32:54,29.560,29.560
263,103,1,1994,france,25,Eric Bernard,BER,Ligier Renault,26,14:35:17,29.184,29.184
263,111,1,1994,france,32,Jean-Marc Gounon,GOU,Simtek Ford,27,14:37:44,52.387,52.387
263,95,2,1994,france,2,Nigel Mansell,MAN,Williams Renault,30,14:39:59,23.657,49.823
263,100,1,1994,france,20,Erik Comas,COM,Larrousse Ford,31,14:42:20,37.985,37.985
263,104,1,1994,france,9,Christian Fittipaldi,FIT,Footwork Ford,32,14:43:23,28.026,28.026
263,106,1,1994,france,19,Olivier Beretta,BER,Larrousse Ford,33,14:45:20,32.062,32.062
263,87,1,1994,france,4,Mark Blundell,BLU,Tyrrell Yamaha,33,14:45:28,4:30.350,4:30.350
263,30,2,1994,france,5,Michael Schumacher,MSC,Benetton Ford,38,14:50:22,23.026,47.916
263,103,2,1994,france,25,Eric Bernard,BER,Ligier Renault,40,14:55:27,51.739,1:20.923
263,79,2,1994,france,3,Ukyo Katayama,KAT,Tyrrell Yamaha,44,15:00:26,25.753,52.555
263,77,2,1994,france,28,Gerhard Berger,BER,Ferrari,45,15:00:33,26.677,55.945
263,71,2,1994,france,0,Damon Hill,HIL,Williams Renault,46,15:01:28,24.232,51.057
263,57,2,1994,france,7,Mika Hakkinen,HAK,McLaren Peugeot,46,15:02:44,25.523,51.790
263,49,2,1994,france,30,Heinz-Harald Frentzen,FRE,Sauber Mercedes,47,15:04:14,28.151,57.200
263,110,2,1994,france,29,Andrea de Cesaris,DEC,Sauber Mercedes,47,15:04:37,30.953,56.380
263,94,2,1994,france,23,Pierluigi Martini,MAR,Minardi Ford,47,15:04:38,28.978,56.657
263,65,2,1994,france,12,Johnny Herbert,HER,Lotus Mugen Honda,48,15:06:18,26.907,54.927
263,111,2,1994,france,32,Jean-Marc Gounon,GOU,Simtek Ford,51,15:12:41,45.164,1:37.551
263,30,3,1994,france,5,Michael Schumacher,MSC,Benetton Ford,55,15:14:57,22.851,1:10.767
264,71,1,1994,great-britain,0,Damon Hill,HIL,Williams Renault,15,14:22:00,38.997,38.997
264,44,1,1994,great-britain,26,Olivier Panis,PAN,Ligier Renault,15,14:22:53,41.375,41.375
264,87,1,1994,great-britain,4,Mark Blundell,BLU,Tyrrell Yamaha,16,14:24:18,40.720,40.720
264,30,1,1994,great-britain,5,Michael Schumacher,MSC,Benetton Ford,17,14:24:58,38.654,38.654
264,14,1,1994,great-britain,2,David Coulthard,COU,Williams Renault,17,14:25:44,40.234,40.234
264,103,1,1994,great-britain,25,Eric Bernard,BER,Ligier Renault,17,14:26:38,40.315,40.315
264,79,1,1994,great-britain,3,Ukyo Katayama,KAT,Tyrrell Yamaha,18,14:27:12,40.842,40.842
264,101,1,1994,great-britain,31,David Brabham,BRA,Simtek Ford,18,14:28:27,45.298,45.298
264,87,2,1994,great-britain,4,Mark Blundell,BLU,Tyrrell Yamaha,19,14:29:35,4:01.559,4:42.279
264,22,1,1994,great-britain,14,Rubens Barrichello,BAR,Jordan Hart,20,14:29:57,40.252,40.252
264,50,1,1994,great-britain,6,Jos Verstappen,VER,Benetton Ford,20,14:30:15,41.155,41.155
264,44,2,1994,great-britain,26,Olivier Panis,PAN,Ligier Renault,21,14:32:40,47.456,1:28.831
264,77,1,1994,great-britain,28,Gerhard Berger,BER,Ferrari,22,14:32:55,38.494,38.494
264,106,1,1994,great-britain,19,Olivier Beretta,BER,Larrousse Ford,25,14:37:25,46.855,46.855
264,30,2,1994,great-britain,5,Michael Schumacher,MSC,Benetton Ford,27,14:40:17,35.501,1:14.155
264,94,1,1994,great-britain,23,Pierluigi Martini,MAR,Minardi Ford,27,14:41:48,42.260,42.260
264,65,1,1994,great-britain,12,Johnny Herbert,HER,Lotus Mugen Honda,27,14:41:51,42.741,42.741
264,55,1,1994,great-britain,27,Jean Alesi,ALE,Ferrari,28,14:41:59,44.203,44.203
264,57,1,1994,great-britain,7,Mika Hakkinen,HAK,McLaren Peugeot,28,14:42:10,40.455,40.455
264,49,1,1994,great-britain,30,Heinz-Harald Frentzen,FRE,Sauber Mercedes,28,14:42:30,42.470,42.470
264,111,1,1994,great-britain,32,Jean-Marc Gounon,GOU,Simtek Ford,29,14:45:54,48.323,48.323
264,104,1,1994,great-britain,9,Christian Fittipaldi,FIT,Footwork Ford,30,14:46:23,42.915,42.915
264,105,1,1994,great-britain,24,Michele Alboreto,ALB,Minardi Ford,31,14:48:02,46.320,46.320
264,44,3,1994,great-britain,26,Olivier Panis,PAN,Ligier Renault,34,14:53:13,40.958,2:09.789
264,71,2,1994,great-britain,0,Damon Hill,HIL,Williams Renault,38,14:56:36,39.162,1:18.159
264,30,3,1994,great-britain,5,Michael Schumacher,MSC,Benetton Ford,38,14:56:52,38.529,1:52.684
264,79,2,1994,great-britain,3,Ukyo Katayama,KAT,Tyrrell Yamaha,39,14:57:56,40.423,1:21.265
264,101,2,1994,great-britain,31,David Brabham,BRA,Simtek Ford,37,14:58:40,44.296,1:29.594
264,14,2,1994,great-britain,2,David Coulthard,COU,Williams Renault,39,14:59:22,40.120,1:20.354
264,103,2,1994,great-britain,25,Eric Bernard,BER,Ligier Renault,39,15:01:07,40.090,1:20.405
264,22,2,1994,great-britain,14,Rubens Barrichello,BAR,Jordan Hart,41,15:02:02,40.537,1:20.789
264,50,2,1994,great-britain,6,Jos Verstappen,VER,Benetton Ford,41,15:02:43,41.749,1:22.904
265,14,1,1994,germany,2,David Coulthard,COU,Williams Renault,1,14:01:59,1:35.916,1:35.916
265,71,1,1994,germany,0,Damon Hill,HIL,Williams Renault,1,14:02:05,3:12.227,3:12.227
265,30,1,1994,germany,5,Michael Schumacher,MSC,Benetton Ford,12,14:21:49,30.019,30.019
265,84,1,1994,germany,8,Martin Brundle,BRU,McLaren Peugeot,12,14:22:14,28.948,28.948
265,81,1,1994,germany,10,Gianni Morbidelli,MOR,Footwork Ford,14,14:26:01,33.080,33.080
265,14,2,1994,germany,2,David Coulthard,COU,Williams Renault,16,14:30:42,2:09.563,3:45.479
265,106,1,1994,germany,19,Olivier Beretta,BER,Larrousse Ford,19,14:35:30,34.628,34.628
265,100,1,1994,germany,20,Erik Comas,COM,Larrousse Ford,21,14:39:08,37.739,37.739
265,101,1,1994,germany,31,David Brabham,BRA,Simtek Ford,21,14:39:50,43.953,43.953
265,44,1,1994,germany,26,Olivier Panis,PAN,Ligier Renault,22,14:40:29,30.921,30.921
265,104,1,1994,germany,9,Christian Fittipaldi,FIT,Footwork Ford,22,14:40:46,32.285,32.285
265,111,1,1994,germany,32,Jean-Marc Gounon,GOU,Simtek Ford,22,14:41:49,1:00.392,1:00.392
265,103,1,1994,germany,25,Eric Bernard,BER,Ligier Renault,23,14:42:26,31.625,31.625
265,71,2,1994,germany,0,Damon Hill,HIL,Williams Renault,22,14:42:45,31.181,3:43.408
265,81,2,1994,germany,10,Gianni Morbidelli,MOR,Footwork Ford,29,14:54:09,29.366,1:02.446
266,70,1,1994,hungary,11,Alessandro Zanardi,ZAN,Lotus Mugen Honda,5,14:07:28,49.113,49.113
266,111,1,1994,hungary,32,Jean-Marc Gounon,GOU,Simtek Ford,9,14:13:24,,00.000
266,70,2,1994,hungary,11,Alessandro Zanardi,ZAN,Lotus Mugen Honda,9,14:14:03,2:47.323,3:36.436
266,110,1,1994,hungary,29,Andrea de Cesaris,DEC,Sauber Mercedes,16,14:22:54,30.407,30.407
266,100,1,1994,hungary,20,Erik Comas,COM,Larrousse Ford,16,14:22:55,31.534,31.534
266,30,1,1994,hungary,5,Michael Schumacher,MSC,Benetton Ford,17,14:23:12,28.195,28.195
266,84,1,1994,hungary,8,Martin Brundle,BRU,McLaren Peugeot,19,14:26:39,30.235,30.235
266,106,1,1994,hungary,19,Olivier Beretta,BER,Larrousse Ford,19,14:27:32,31.445,31.445
266,14,1,1994,hungary,2,David Coulthard,COU,Williams Renault,20,14:27:48,29.945,29.945
266,81,1,1994,hungary,10,Gianni Morbidelli,MOR,Footwork Ford,20,14:28:37,31.414,31.414
266,112,1,1994,hungary,7,Philippe Alliot,ALL,McLaren Peugeot,21,14:30:03,,00.000
266,55,1,1994,hungary,27,Jean Alesi,ALE,Ferrari,24,14:33:41,31.508,31.508
266,71,1,1994,hungary,0,Damon Hill,HIL,Williams Renault,25,14:34:30,32.050,32.050
266,50,1,1994,hungary,6,Jos Verstappen,VER,Benetton Ford,25,14:35:18,29.122,29.122
266,101,1,1994,hungary,31,David Brabham,BRA,Simtek Ford,25,14:36:02,35.814,35.814
266,49,1,1994,hungary,30,Heinz-Harald Frentzen,FRE,Sauber Mercedes,26,14:36:43,31.201,31.201
266,94,1,1994,hungary,23,Pierluigi Martini,MAR,Minardi Ford,26,14:36:50,31.837,31.837
266,44,1,1994,hungary,26,Olivier Panis,PAN,Ligier Renault,27,14:38:08,29.921,29.921
266,105,1,1994,hungary,24,Michele Alboreto,ALB,Minardi Ford,29,14:41:21,44.556,44.556
266,77,1,1994,hungary,28,Gerhard Berger,BER,Ferrari,32,14:45:05,31.679,31.679
266,87,1,1994,hungary,4,Mark Blundell,BLU,Tyrrell Yamaha,33,14:46:47,38.308,38.308
266,30,2,1994,hungary,5,Michael Schumacher,MSC,Benetton Ford,37,14:51:14,29.269,57.464
266,104,1,1994,hungary,9,Christian Fittipaldi,FIT,Footwork Ford,37,14:53:50,31.411,31.411
266,103,1,1994,hungary,25,Eric Bernard,BER,Ligier Renault,38,14:55:19,32.248,32.248
266,70,3,1994,hungary,11,Alessandro Zanardi,ZAN,Lotus Mugen Honda,36,14:55:59,32.057,4:08.493
266,100,2,1994,hungary,20,Erik Comas,COM,Larrousse Ford,41,14:59:29,31.231,1:02.765
266,106,2,1994,hungary,19,Olivier Beretta,BER,Larrousse Ford,45,15:05:19,31.762,1:03.207
266,84,2,1994,hungary,8,Martin Brundle,BRU,McLaren Peugeot,47,15:06:28,29.763,59.998
266,14,2,1994,hungary,2,David Coulthard,COU,Williams Renault,48,15:07:50,29.973,59.918
266,44,2,1994,hungary,26,Olivier Panis,PAN,Ligier Renault,50,15:11:06,30.934,1:00.855
